customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalcharges_tenure_ratio,charges_ratio
3619,62,1,0,3,96.1,6019.35,0,97.09,62.64
3620,71,1,2,3,19.85,1379.6,0,19.43,69.5
3621,23,1,0,2,55.3,1284.2,0,55.83,23.22
3622,16,1,1,1,20.1,296.15,0,18.51,14.73
3623,9,1,0,1,69.5,653.25,0,72.58,9.4
3624,17,1,2,1,25.15,412.6,0,24.27,16.41
3625,4,1,0,2,20.95,85.5,1,21.38,4.08
3626,1,1,0,0,49.55,49.55,1,49.55,1
3627,24,1,0,1,79.65,1928.7,0,80.36,24.21
3628,1,1,0,0,71.25,71.25,0,71.25,1
3629,72,1,2,2,113.8,7845.8,0,108.97,68.94
3630,72,1,2,0,24.55,1750.7,0,24.32,71.31
3631,11,1,0,3,19.7,216.2,0,19.65,10.97
3632,9,1,0,1,20.25,178.5,1,19.83,8.81
3633,2,1,0,3,50.15,115.1,1,57.55,2.3
3634,60,1,1,3,100.5,6029,0,100.48,59.99
3635,29,1,0,0,95.9,2745.2,1,94.66,28.63
3636,49,1,2,2,74.45,3721.9,0,75.96,49.99
3637,30,1,0,0,104.1,3121.1,0,104.04,29.98
3638,53,1,1,3,19.05,990.45,0,18.69,51.99
3639,39,1,2,1,25,1004.35,0,25.75,40.17
3640,9,1,0,1,19.05,157.65,0,17.52,8.28
3641,39,1,1,0,81.9,3219.75,0,82.56,39.31
3642,8,1,0,0,69.7,572.85,0,71.61,8.22
3643,51,1,1,0,90.15,4554.85,0,89.31,50.53
3644,71,1,2,3,25.35,1847.55,0,26.02,72.88
3645,71,1,2,1,24.65,1766.75,0,24.88,71.67
3646,70,1,2,3,19.55,1462.05,0,20.89,74.79
3647,1,0,0,0,25.25,25.25,1,25.25,1
3648,38,0,2,2,60,2193.2,0,57.72,36.55
3649,28,1,0,3,89.9,2433.5,0,86.91,27.07
3650,32,1,0,2,19.4,641.15,0,20.04,33.05
3651,49,1,2,1,49.8,2398.4,0,48.95,48.16
3652,37,1,2,2,24.1,861.85,0,23.29,35.76
3653,10,1,0,0,54.25,583,0,58.3,10.75
3654,67,1,1,3,109.9,7332.4,0,109.44,66.72
3655,7,0,1,3,35.5,249.55,0,35.65,7.03
3656,51,1,1,3,87.55,4475.9,0,87.76,51.12
3657,9,1,0,0,45.15,416.45,1,46.27,9.22
3658,9,1,0,1,88.4,788.6,0,87.62,8.92
3659,4,1,0,1,50.8,202.3,0,50.58,3.98
3660,71,1,2,0,99,6994.6,0,98.52,70.65
3661,50,1,0,2,84.4,4116.15,1,82.32,48.77
3662,24,1,2,0,96.55,2263.45,0,94.31,23.44
3663,22,1,1,2,59.75,1374.35,0,62.47,23
3664,44,1,0,0,111.5,4915.15,0,111.71,44.08
3665,33,1,0,2,24.25,838.5,0,25.41,34.58
3666,1,1,0,0,75.1,75.1,1,75.1,1
3667,54,1,1,3,70.15,3715.65,1,68.81,52.97
3668,42,1,0,0,101.75,4273.45,1,101.75,42
3669,1,1,0,0,45.8,45.8,1,45.8,1
3670,1,1,0,1,20.5,20.5,0,20.5,1
3671,30,1,1,0,70.4,2044.75,0,68.16,29.04
3672,1,0,0,1,30.55,30.55,0,30.55,1
3673,16,1,0,0,84.9,1398.25,0,87.39,16.47
3674,1,1,0,1,20.1,20.1,1,20.1,1
3675,9,0,0,1,40.65,328.95,1,36.55,8.09
3676,46,1,0,0,101,4680.05,1,101.74,46.34
3677,1,1,0,0,69.1,69.1,1,69.1,1
3678,71,1,2,2,54.5,3778.2,0,53.21,69.32
3679,43,1,0,3,75.35,3161.4,0,73.52,41.96
3680,50,0,1,2,44.45,2188.45,0,43.77,49.23
3681,13,1,0,1,75,999.45,1,76.88,13.33
3682,19,1,1,2,100,1888.65,1,99.4,18.89
3683,41,1,0,2,98.05,3990.6,0,97.33,40.7
3684,1,1,0,0,71.15,71.15,1,71.15,1
3685,24,0,0,3,54.15,1240.25,1,51.68,22.9
3686,40,1,1,2,63.9,2635,0,65.88,41.24
3687,3,1,0,2,69.15,235,0,78.33,3.4
3688,37,1,1,2,64.65,2347.85,0,63.46,36.32
3689,67,1,2,3,108.75,7156.2,1,106.81,65.8
3690,32,1,0,0,98.85,3089.6,0,96.55,31.26
3691,6,1,0,0,49.15,270.8,1,45.13,5.51
3692,32,1,0,0,89.6,2901.8,0,90.68,32.39
3693,59,1,0,0,83.25,4949.1,0,83.88,59.45
3694,30,1,1,2,70.25,2198.9,0,73.3,31.3
3695,20,1,0,0,19.4,374.5,1,18.73,19.3
3696,27,1,2,0,24.5,761.95,0,28.22,31.1
3697,20,1,0,0,79.15,1520.9,1,76.05,19.22
3698,9,1,1,1,20.1,190.25,0,21.14,9.47
3699,68,1,1,3,73,5163,0,75.93,70.73
3700,69,1,2,3,61.4,4059.85,0,58.84,66.12
3701,26,1,0,1,84.3,2281.6,0,87.75,27.07
3702,69,1,2,2,19.9,1356.7,0,19.66,68.18
3703,11,1,2,1,20.4,231.45,0,21.04,11.35
3704,1,1,0,1,50.75,50.75,0,50.75,1
3705,10,1,1,1,20.45,242.4,0,24.24,11.85
3706,55,1,1,2,75.75,4264.25,0,77.53,56.29
3707,44,1,1,0,65.4,2774.55,0,63.06,42.42
3708,46,1,0,0,80.4,3605.2,1,78.37,44.84
3709,69,1,2,2,59.75,4069.9,0,58.98,68.12
3710,11,1,0,0,78.5,874.2,0,79.47,11.14
3711,11,1,0,0,102,1145.35,1,104.12,11.23
3712,29,1,0,2,48.95,1323.7,0,45.64,27.04
3713,57,1,0,0,99.65,5497.05,0,96.44,55.16
3714,28,1,1,3,18.25,534.7,0,19.1,29.3
3715,42,1,0,3,54.55,2455.05,0,58.45,45.01
3716,2,1,0,1,20.65,38.7,1,19.35,1.87
3717,23,0,1,2,40.65,947.4,0,41.19,23.31
3718,18,1,0,1,20.45,357,0,19.83,17.46
3719,62,1,1,2,24.8,1476.25,0,23.81,59.53
3720,1,1,0,1,70.8,70.8,1,70.8,1
3721,16,1,0,3,89.05,1448.6,1,90.54,16.27
3722,3,1,0,0,96.6,291.9,1,97.3,3.02
3723,67,1,1,2,88.8,5903.15,0,88.11,66.48
3724,62,1,2,3,20.05,1201.65,0,19.38,59.93
3725,57,1,0,3,104.5,5921.35,1,103.88,56.66
3726,2,1,0,0,69.8,146.65,0,73.33,2.1
3727,23,1,2,2,77.15,1759.4,0,76.5,22.8
3728,25,0,2,2,35.05,844.45,0,33.78,24.09
3729,72,1,2,2,108.1,7774.05,0,107.97,71.92
3730,2,1,0,0,84.05,134.05,0,67.03,1.59
3731,8,1,1,2,20.2,140.95,0,17.62,6.98
3732,5,1,0,1,50.6,249.95,1,49.99,4.94
3733,35,0,0,0,49.2,1701.65,0,48.62,34.59
3734,24,1,1,0,24.6,592.65,0,24.69,24.09
3735,2,1,0,0,71.65,135.75,0,67.88,1.89
3736,72,1,2,3,104.9,7732.65,0,107.4,73.71
3737,41,1,0,0,106.5,4282.4,0,104.45,40.21
3738,4,1,0,0,49.35,219.65,1,54.91,4.45
3739,26,1,1,2,75.5,2018.1,0,77.62,26.73
3740,7,1,0,0,94.25,669,1,95.57,7.1
3741,1,1,0,0,68.95,68.95,1,68.95,1
3742,4,1,0,1,58.5,224.85,0,56.21,3.84
3743,48,1,2,3,78.9,3771.5,0,78.57,47.8
3744,2,1,0,0,93.85,196.75,1,98.38,2.1
3745,12,1,1,0,79.2,943.85,0,78.65,11.92
3746,60,1,0,2,109.45,6572.85,0,109.55,60.05
3747,55,1,2,0,59.2,3175.85,0,57.74,53.65
3748,1,0,0,1,29.15,29.15,0,29.15,1
3749,1,1,0,1,20.05,20.05,0,20.05,1
3750,4,1,0,0,76.05,318.9,1,79.73,4.19
3751,1,0,0,1,24.45,24.45,1,24.45,1
3752,42,1,2,3,66.5,2762.75,0,65.78,41.55
3753,1,1,0,2,49.55,49.55,0,49.55,1
3754,7,1,0,3,89.35,631.85,1,90.26,7.07
3755,3,1,0,3,73.6,232.5,0,77.5,3.16
3756,72,1,2,3,82.65,5919.35,0,82.21,71.62
3757,15,1,0,0,49,749.25,0,49.95,15.29
3758,4,1,0,0,80.35,307.4,1,76.85,3.83
3759,11,1,1,0,25.2,245.15,0,22.29,9.73
3760,5,1,0,1,25.45,134.75,0,26.95,5.29
3761,1,1,0,0,55.8,55.8,1,55.8,1
3762,72,1,2,3,110.9,8240.85,0,114.46,74.31
3763,55,1,0,3,77.75,4266.4,0,77.57,54.87
3764,40,1,0,0,26.2,1077.5,0,26.94,41.13
3765,57,1,2,2,19.9,1115.6,0,19.57,56.06
3766,1,1,0,0,79.05,79.05,1,79.05,1
3767,1,1,0,0,95,95,1,95,1
3768,1,0,0,1,25.2,25.2,1,25.2,1
3769,52,1,1,0,80.85,4079.55,0,78.45,50.46
3770,41,1,0,0,98.4,4187.75,1,102.14,42.56
3771,43,1,1,1,56.35,2391.15,0,55.61,42.43
3772,47,1,2,2,19.3,890.5,0,18.95,46.14
3773,3,1,0,2,50.4,137.25,0,45.75,2.72
3774,66,1,2,3,79.4,5154.6,1,78.1,64.92
3775,55,1,2,3,55.25,3119.9,0,56.73,56.47
3776,29,1,1,1,19.1,529.5,0,18.26,27.72
3777,12,1,0,0,84.05,966.55,0,80.55,11.5
3778,66,1,0,0,105.2,6936.85,0,105.1,65.94
3779,35,1,0,0,101.4,3496.3,1,99.89,34.48
3780,10,1,0,0,89.8,914.3,1,91.43,10.18
3781,27,1,0,2,75.75,1929,0,71.44,25.47
3782,58,1,0,0,95.3,5817.7,0,100.31,61.05
3783,54,1,2,2,109.75,6110.2,1,113.15,55.67
3784,9,1,0,1,19.85,178.8,0,19.87,9.01
3785,2,1,1,3,19.3,28.3,1,14.15,1.47
3786,6,1,0,0,69.1,435,0,72.5,6.3
3787,26,1,0,0,91.25,2351.8,1,90.45,25.77
3788,9,1,0,1,20.25,186.15,0,20.68,9.19
3789,8,1,0,1,54.75,445.85,0,55.73,8.14
3790,12,1,0,0,81.45,912,0,76,11.2
3791,15,1,0,0,49.1,679.55,1,45.3,13.84
3792,43,1,1,0,80.2,3581.6,0,83.29,44.66
3793,42,1,0,0,100.3,4222.95,0,100.55,42.1
3794,31,1,0,3,65.25,1994.3,1,64.33,30.56
3795,66,1,2,3,90.95,5930.05,0,89.85,65.2
3796,18,1,0,0,85.45,1505.85,1,83.66,17.62
3797,1,1,0,1,20,20,0,20,1
3798,61,1,2,0,94.1,5638.3,1,92.43,59.92
3799,10,1,0,0,79.85,797.25,0,79.73,9.98
3800,1,1,0,0,71.65,71.65,1,71.65,1
3801,18,1,0,0,73.55,1359.45,0,75.53,18.48
3802,24,1,0,0,104.65,2542.45,1,105.94,24.29
3803,3,1,0,1,19.3,54.7,0,18.23,2.83
3804,50,1,1,3,20.15,989.05,0,19.78,49.08
3805,1,1,0,0,44.55,44.55,0,44.55,1
3806,2,1,0,1,54.45,87.3,0,43.65,1.6
3807,17,1,1,2,19.65,351.55,0,20.68,17.89
3808,69,1,2,0,105,7297.75,0,105.76,69.5
3809,72,1,2,3,88.7,6301.7,0,87.52,71.05
3810,3,1,0,0,74.25,210.3,1,70.1,2.83
3811,50,1,2,2,75.15,3822.45,0,76.45,50.86
3812,53,1,2,1,20.25,1048.45,0,19.78,51.78
3813,58,1,2,3,109.1,6393.65,0,110.24,58.6
3814,46,0,1,2,30.75,1489.3,0,32.38,48.43
3815,72,1,0,3,112.9,8061.5,0,111.97,71.4
3816,1,1,0,0,74.2,74.2,1,74.2,1
3817,6,1,0,1,94.05,518.75,0,86.46,5.52
3818,72,1,2,2,78.85,5763.15,0,80.04,73.09
3819,4,1,0,1,55.3,238.5,0,59.63,4.31
3820,52,1,2,1,19.35,1031.7,0,19.84,53.32
3821,2,1,1,1,20.45,34.8,0,17.4,1.7
3822,65,1,2,2,19.35,1319.95,0,20.31,68.21
3823,43,1,0,0,101,4388.4,1,102.06,43.45
3824,4,1,0,0,100.2,420.2,1,105.05,4.19
3825,25,1,1,0,89.05,2177.45,1,87.1,24.45
3826,51,1,1,3,78.65,3950.85,0,77.47,50.23
3827,12,1,0,2,74.75,827.05,0,68.92,11.06
3828,57,1,1,2,70.1,3913.3,1,68.65,55.82
3829,24,1,1,1,19.9,533.5,0,22.23,26.81
3830,64,1,1,2,58.35,3756.45,0,58.69,64.38
3831,4,1,1,0,105.65,443.9,1,110.98,4.2
3832,26,1,0,2,100.5,2599.95,0,100,25.87
3833,15,1,0,1,20.05,284.3,0,18.95,14.18
3834,64,1,2,3,25.65,1740.8,0,27.2,67.87
3835,36,1,0,0,96.5,3436.1,1,95.45,35.61
3836,27,1,0,3,95,2462.55,0,91.21,25.92
3837,1,1,0,1,70.85,70.85,1,70.85,1
3838,35,1,1,3,85.95,3110.1,1,88.86,36.18
3839,4,1,0,0,73.9,280.85,1,70.21,3.8
3840,8,1,0,0,45.45,411.75,0,51.47,9.06
3841,10,1,0,3,20,198.6,0,19.86,9.93
3842,2,1,0,1,49.2,103.7,0,51.85,2.11
3843,58,1,2,2,109.45,6144.55,1,105.94,56.14
3844,51,1,2,3,83.25,4089.45,0,80.19,49.12
3845,46,1,2,1,19.25,864.2,0,18.79,44.89
3846,1,1,0,2,19.65,19.65,0,19.65,1
3847,46,1,0,2,72.8,3249.4,0,70.64,44.63
3848,50,1,0,2,109.65,5405.8,0,108.12,49.3
3849,53,1,0,3,65,3363.8,0,63.47,51.75
3850,61,1,0,0,114.1,7132.15,0,116.92,62.51
3851,5,1,0,2,20.65,93.55,0,18.71,4.53
3852,47,1,1,2,86.95,4138.9,0,88.06,47.6
3853,54,1,1,2,94.75,5121.75,0,94.85,54.06
3854,19,0,0,3,25.35,566.1,0,29.79,22.33
3855,26,1,2,0,105.45,2715.3,0,104.43,25.75
3856,70,1,2,1,25.4,1782.05,0,25.46,70.16
3857,17,1,0,0,102.55,1742.5,0,102.5,16.99
3858,30,1,0,0,100.2,2983.8,1,99.46,29.78
3859,1,1,0,1,24,24,0,24,1
3860,19,1,2,1,25.6,485.9,0,25.57,18.98
3861,26,1,2,3,73.5,1905.7,0,73.3,25.93
3862,21,1,0,2,74.05,1565.7,1,74.56,21.14
3863,50,1,1,0,98.25,4858.7,0,97.17,49.45
3864,68,0,1,0,54.4,3723.65,0,54.76,68.45
3865,3,1,0,2,101.55,298.35,1,99.45,2.94
3866,9,1,0,0,103.1,970.45,0,107.83,9.41
3867,51,0,2,2,34.2,1782,0,34.94,52.11
3868,9,1,0,0,43.75,405.7,0,45.08,9.27
3869,41,1,1,0,111.95,4534.9,1,110.61,40.51
3870,22,1,0,0,100.65,2415.95,0,109.82,24
3871,21,0,1,0,55.95,1157.05,1,55.1,20.68
3872,71,1,2,2,116.05,8297.5,0,116.87,71.5
3873,1,1,0,0,45.75,45.75,1,45.75,1
3874,26,1,1,3,82,2083.1,0,80.12,25.4
3875,71,1,2,2,65.15,4681.75,0,65.94,71.86
3876,4,1,0,3,44.8,176.2,0,44.05,3.93
3877,12,1,0,0,79.8,1001.2,0,83.43,12.55
3878,18,1,0,0,88.85,1594.75,0,88.6,17.95
3879,3,1,0,0,74.95,212.4,0,70.8,2.83
3880,72,1,1,2,106.85,7677.4,0,106.63,71.85
3881,11,1,0,0,74.95,815.5,1,74.14,10.88
3882,1,1,0,3,80.15,80.15,1,80.15,1
3883,13,1,1,3,19.3,259.65,0,19.97,13.45
3884,72,1,1,0,109.25,8109.8,1,112.64,74.23
3885,42,1,1,3,56.1,2386.85,0,56.83,42.55
3886,17,1,0,3,19.7,340.35,0,20.02,17.28
3887,7,1,0,1,51.3,419.35,0,59.91,8.17
3888,68,1,2,1,118.6,7990.05,0,117.5,67.37
3889,56,1,2,2,24.15,1402.25,0,25.04,58.06
3890,38,1,1,1,20.3,749.35,0,19.72,36.91
3891,72,1,2,0,115.5,8425.15,0,117.02,72.95
3892,48,1,1,3,25.05,1171.5,0,24.41,46.77
3893,52,1,0,0,109.1,5647.95,0,108.61,51.77
3894,35,1,1,1,19.65,708.8,0,20.25,36.07
3895,67,1,2,2,111.3,7567.2,0,112.94,67.99
3896,1,0,0,1,29.9,29.9,0,29.9,1
3897,53,1,0,1,80.6,4348.1,0,82.04,53.95
3898,34,1,0,1,20.8,635.9,0,18.7,30.57
3899,3,0,0,3,35.2,108.95,1,36.32,3.1
3900,1,1,0,0,78.8,78.8,1,78.8,1
3901,19,1,0,1,89.95,1682.4,0,88.55,18.7
3902,60,1,2,2,116.05,6925.9,0,115.43,59.68
3903,11,1,2,3,19.55,223.15,0,20.29,11.41
3904,47,1,0,0,106.4,5127.95,1,109.11,48.2
3905,18,1,0,0,49.4,874.8,1,48.6,17.71
3906,60,1,2,3,115.25,6758.45,0,112.64,58.64
3907,72,1,2,3,24.8,1874.3,0,26.03,75.58
3908,39,1,1,1,19.9,791.15,0,20.29,39.76
3909,59,1,1,3,81.25,4639.45,0,78.63,57.1
3910,2,1,0,1,69.95,143.9,0,71.95,2.06
3911,1,1,0,0,69.1,69.1,1,69.1,1
3912,20,1,0,0,90.2,1776.55,1,88.83,19.7
3913,6,1,0,2,93.55,536.4,1,89.4,5.73
3914,71,1,2,3,86.4,6172,0,86.93,71.44
3915,24,1,0,1,66.3,1559.45,0,64.98,23.52
3916,67,1,0,3,94.65,6079,0,90.73,64.23
3917,1,1,0,1,80.85,80.85,1,80.85,1
3918,48,1,1,1,82.05,4029.95,1,83.96,49.12
3919,37,1,1,1,72.1,2658.4,0,71.85,36.87
3920,11,0,0,1,34.7,383.55,0,34.87,11.05
3921,3,1,0,3,20.55,51.15,1,17.05,2.49
3922,18,1,0,3,95.95,1745.5,0,96.97,18.19
3923,50,1,1,2,44.8,2230.85,0,44.62,49.8
3924,67,1,1,0,109.4,7281.6,0,108.68,66.56
3925,25,1,0,1,71.05,1837.7,0,73.51,25.86
3926,2,1,0,0,78.55,149.55,1,74.78,1.9
3927,9,1,0,3,19.7,180.7,0,20.08,9.17
3928,10,0,1,1,40.25,411.45,0,41.14,10.22
3929,70,1,2,3,19.85,1328.35,0,18.98,66.92
3930,9,1,0,2,68.25,576.95,0,64.11,8.45
3931,4,1,0,3,20.15,68.45,0,17.11,3.4
3932,2,1,0,1,50.95,123.05,0,61.53,2.42
3933,1,1,0,0,78.65,78.65,1,78.65,1
3934,19,0,0,2,25.15,468.35,0,24.65,18.62
3935,7,1,0,2,20.25,174.7,0,24.96,8.63
3936,1,1,0,0,42.9,42.9,1,42.9,1
3937,1,1,0,0,44,44,0,44,1
3938,9,1,1,1,20.25,172.35,0,19.15,8.51
3939,3,0,0,1,34.25,139.35,1,46.45,4.07
3940,9,0,0,1,58.5,539.85,1,59.98,9.23
3941,5,1,0,3,55.8,300.4,0,60.08,5.38
3942,56,1,1,2,88.9,4968,0,88.71,55.88
3943,18,1,0,1,57.65,992.7,0,55.15,17.22
3944,49,1,0,0,96.2,4718.25,1,96.29,49.05
3945,70,1,2,1,79.15,5536.5,0,79.09,69.95
3946,72,1,2,3,108.05,7806.6,0,108.43,72.25
3947,6,1,0,0,74.4,434.1,1,72.35,5.83
3948,17,1,0,0,94.8,1563.9,0,91.99,16.5
3949,29,0,0,0,45.9,1332.4,0,45.94,29.03
3950,6,1,0,0,105.3,545.2,1,90.87,5.18
3951,63,1,2,0,102.6,6296.75,0,99.95,61.37
3952,16,1,0,2,73.85,1284.2,1,80.26,17.39
3953,59,1,1,2,61.35,3645.5,0,61.79,59.42
3954,3,1,0,0,57.55,161.45,0,53.82,2.81
3955,8,0,0,1,29.25,226.95,0,28.37,7.76
3956,7,1,0,0,84.55,646.85,1,92.41,7.65
3957,68,1,2,3,19.6,1441.65,0,21.2,73.55
3958,68,1,2,3,111.75,7511.3,0,110.46,67.22
3959,52,1,1,0,106.5,5621.85,0,108.11,52.79
3960,72,1,2,3,107.7,7919.8,0,110,73.54
3961,32,1,1,1,19.3,593.2,0,18.54,30.74
3962,72,1,2,2,20.05,1423.65,0,19.77,71
3963,1,1,0,3,69.95,69.95,0,69.95,1
3964,42,1,1,3,63.7,2763.35,0,65.79,43.38
3965,25,1,2,3,24.75,692.1,1,27.68,27.96
3966,45,1,0,2,50.9,2298.55,0,51.08,45.16
3967,43,0,1,3,60.4,2640.55,0,61.41,43.72
3968,37,1,1,1,79.25,2911.8,0,78.7,36.74
3969,20,1,0,3,85.8,1727.5,1,86.38,20.13
3970,4,0,0,0,24.45,86.6,1,21.65,3.54
3971,63,1,2,3,110.1,6705.7,0,106.44,60.91
3972,3,1,0,1,90.7,237.65,0,79.22,2.62
3973,66,1,2,3,25.3,1672.35,0,25.34,66.1
3974,28,1,0,0,105.7,2979.5,1,106.41,28.19
3975,8,1,0,0,85.2,695.75,0,86.97,8.17
3976,71,1,2,1,24.35,1654.6,0,23.3,67.95
3977,1,0,0,0,24.25,24.25,1,24.25,1
3978,72,1,2,2,25.1,1857.85,0,25.8,74.02
3979,16,1,0,2,54.55,825.1,0,51.57,15.13
3980,66,1,2,1,96.6,6424.25,0,97.34,66.5
3981,11,1,0,0,76.5,837.95,1,76.18,10.95
3982,51,1,1,3,81.15,4126.2,0,80.91,50.85
3983,8,0,0,0,38.5,330.8,0,41.35,8.59
3984,14,1,0,0,92.9,1337.45,0,95.53,14.4
3985,4,1,0,0,93.5,362.2,1,90.55,3.87
3986,70,1,2,1,84.7,5991.05,0,85.59,70.73
3987,70,1,2,0,66,4891.5,0,69.88,74.11
3988,54,1,1,3,101.5,5373.1,1,99.5,52.94
3989,28,1,0,2,74.9,2068.55,1,73.88,27.62
3990,24,1,2,1,20.75,487.05,0,20.29,23.47
3991,69,1,2,3,61.45,4131.2,0,59.87,67.23
3992,42,1,0,1,54.5,2301.15,0,54.79,42.22
3993,2,1,0,0,69.6,131.65,1,65.83,1.89
3994,39,1,0,0,99.75,4036,0,103.49,40.46
3995,45,1,2,2,109.75,4900.65,0,108.9,44.65
3996,72,1,2,2,80.85,5727.45,0,79.55,70.84
3997,38,1,2,1,20.3,743.05,0,19.55,36.6
3998,72,1,2,2,67.8,4804.65,0,66.73,70.87
3999,1,1,0,1,24.05,24.05,1,24.05,1
4000,72,1,2,3,19.8,1414.65,0,19.65,71.45
4001,55,1,2,2,25.7,1443.65,0,26.25,56.17
4002,51,0,1,0,56.15,2898.95,0,56.84,51.63
4003,63,1,2,2,86.7,5309.5,0,84.28,61.24
4004,1,1,0,1,20.4,20.4,0,20.4,1
4005,23,1,2,1,19.65,451.55,0,19.63,22.98
4006,1,1,0,0,50.55,50.55,1,50.55,1
4007,2,1,0,1,54.35,117.05,0,58.53,2.15
4008,52,1,0,3,108.1,5839.3,0,112.29,54.02
4009,36,1,1,1,54.45,1893.5,0,52.6,34.78
4010,1,1,0,1,45.35,45.35,0,45.35,1
4011,28,1,1,1,59,1654.45,0,59.09,28.04
4012,7,1,1,0,69.45,477.05,0,68.15,6.87
4013,14,1,0,0,100.55,1415.55,1,101.11,14.08
4014,72,0,2,3,64.95,4546,0,63.14,69.99
4015,1,1,0,1,20.5,20.5,1,20.5,1
4016,10,1,0,1,18.85,163.2,0,16.32,8.66
4017,42,1,1,2,19.8,849.9,0,20.24,42.92
4018,7,0,0,2,25.05,189.95,0,27.14,7.58
4019,4,1,0,2,74.8,321.9,1,80.48,4.3
4020,72,1,2,3,114.3,8058.55,0,111.92,70.5
4021,20,0,0,0,24.45,482.8,1,24.14,19.75
4022,63,1,2,3,109.2,7049.75,0,111.9,64.56
4023,56,0,2,2,45.05,2560.1,0,45.72,56.83
4024,5,1,0,1,51,286.8,0,57.36,5.62
4025,72,1,2,2,110.45,7982.5,0,110.87,72.27
4026,68,1,0,0,84.65,5683.6,0,83.58,67.14
4027,67,1,1,1,60.05,3994.05,0,59.61,66.51
4028,8,1,0,2,44.65,369.15,0,46.14,8.27
4029,52,1,0,2,93.25,4631.7,0,89.07,49.67
4030,18,1,0,1,20.25,401.95,0,22.33,19.85
4031,59,1,2,1,25.45,1534.05,0,26,60.28
4032,60,1,2,1,20.6,1093,0,18.22,53.06
4033,7,1,0,0,94.1,701.3,0,100.19,7.45
4034,59,0,1,1,34.8,1980.3,0,33.56,56.91
4035,46,0,2,2,60.75,2893.4,0,62.9,47.63
4036,5,1,0,0,51.35,262.3,0,52.46,5.11
4037,59,0,2,3,64.05,3886.85,0,65.88,60.68
4038,70,1,2,2,84.8,5917.55,0,84.54,69.78
4039,14,1,0,3,71,914,1,65.29,12.87
4040,44,1,0,1,50.15,2139.1,0,48.62,42.65
4041,64,1,2,3,94.6,5948.7,0,92.95,62.88
4042,58,0,2,1,59.75,3624.35,0,62.49,60.66
4043,46,1,1,0,100.25,4753.85,0,103.34,47.42
4044,58,1,0,0,98.9,5780.7,0,99.67,58.45
4045,72,1,2,3,97.7,6869.7,0,95.41,70.31
4046,30,0,0,0,40.3,1172.95,1,39.1,29.11
4047,11,1,0,2,60.25,662.95,0,60.27,11
4048,34,0,0,0,56.25,1765.95,0,51.94,31.39
4049,54,0,2,2,46.2,2431.95,0,45.04,52.64
4050,3,0,0,0,50.6,155.35,1,51.78,3.07
4051,72,1,2,1,24.9,1859.2,0,25.82,74.67
4052,40,1,0,0,84.85,3303.05,1,82.58,38.93
4053,2,1,0,1,65.7,134.35,1,67.18,2.04
4054,54,1,2,3,63.35,3409.1,0,63.13,53.81
4055,14,1,0,2,50.1,709.5,0,50.68,14.16
4056,1,1,0,0,70.5,70.5,1,70.5,1
4057,10,1,0,0,94.85,953.45,1,95.35,10.05
4058,1,1,0,0,50.15,50.15,0,50.15,1
4059,1,1,0,1,19.75,19.75,1,19.75,1
4060,56,1,1,2,64.65,3665.55,0,65.46,56.7
4061,68,1,2,2,79.6,5515.8,0,81.11,69.29
4062,14,1,1,1,19.5,272,0,19.43,13.95
4063,68,1,2,0,99.55,6668,0,98.06,66.98
4064,55,1,0,0,74,4052.4,0,73.68,54.76
4065,16,0,0,0,38.9,664.4,0,41.53,17.08
4066,9,1,0,0,79.55,718.55,0,79.84,9.03
4067,14,1,0,0,65.45,937.6,1,66.97,14.33
4068,58,1,0,0,98.7,5812.6,1,100.22,58.89
4069,53,0,0,2,46.3,2546.85,0,48.05,55.01
4070,70,1,2,3,99.35,6944.5,0,99.21,69.9
4071,14,1,0,0,95.8,1346.3,0,96.16,14.05
4072,22,1,1,2,67.5,1544.05,1,70.18,22.87
4073,10,1,0,3,78.15,765.15,0,76.52,9.79
4074,29,1,2,1,26.1,692.55,0,23.88,26.53
4075,1,1,0,0,69.6,69.6,1,69.6,1
4076,49,1,1,0,84.35,4059.35,1,82.84,48.13
4077,68,1,0,0,100.2,6851.65,1,100.76,68.38
4078,1,1,0,0,78.05,78.05,1,78.05,1
4079,30,0,1,3,40.35,1187.05,0,39.57,29.42
4080,72,1,2,3,79.2,5401.9,0,75.03,68.21
4081,10,1,0,1,20.9,247,0,24.7,11.82
4082,7,1,0,0,73.6,520,1,74.29,7.07
4083,9,1,0,0,74.75,706.6,1,78.51,9.45
4084,1,1,0,1,49.9,49.9,0,49.9,1
4085,20,1,0,3,68.9,1370.35,0,68.52,19.89
4086,1,1,0,1,20.25,20.25,0,20.25,1
4087,29,1,0,3,76,2215.25,0,76.39,29.15
4088,1,1,0,0,74,74,0,74,1
4089,3,1,0,1,82.3,214.4,0,71.47,2.61
4090,20,1,0,2,89.4,1871.15,0,93.56,20.93
4091,64,1,0,3,99.15,6171.2,0,96.43,62.24
4092,1,1,0,1,20.2,20.2,1,20.2,1
4093,6,0,0,2,29.45,161.45,0,26.91,5.48
4094,50,1,2,0,19.8,1013.2,0,20.26,51.17
4095,6,1,0,2,59.15,336.7,0,56.12,5.69
4096,7,1,0,0,44.75,333.65,0,47.66,7.46
4097,72,1,2,3,90.8,6511.8,0,90.44,71.72
